date,country_name,new_confirmed,cumulative_persons_fully_vaccinated,mobility_workplaces,mobility_residential,average_temperature_celsius
2021-10-21,India,16326,293652256,-6,8,26.84127
2021-10-22,India,15906,297541073,-4,8,26.277778
2021-10-23,India,14306,299553298,2,7,26.150794
2021-10-24,India,12428,304591540,7,7,26.079365
2021-10-25,India,13451,305705808,-5,8,26.015873
2021-10-26,India,16156,309700995,-7,8,25.746032
2021-10-27,India,14348,313143546,-3,8,25.555556
2021-10-28,India,14313,316825128,-4,8,25.055556
2021-10-29,India,12830,322508748,-2,9,25.150794
2021-10-30,India,12514,326677437,8,6,25.285714
2021-10-31,India,10423,329088622,18,5,24.642857
2021-11-01,India,11903,332073961,-10,8,24.253968
2021-11-02,India,12885,333272071,-11,7,24.738095
2021-11-03,India,12729,336557471,-16,8,25.325397
2021-11-04,India,10929,337749522,-50,16,24.888889
2021-11-05,India,10853,338199584,-46,14,24.02381
2021-11-06,India,11451,339809082,-29,8,23.603175
2021-11-07,India,10126,341931630,-6,4,23.222222
2021-11-08,India,11466,345485882,-16,7,22.849206
2021-11-09,India,13091,348163758,-13,7,22.619048
2021-11-10,India,12516,352209127,-14,8,22.928571
2021-11-11,India,11850,355903367,-13,8,23.460317
2021-11-12,India,11271,362243853,-8,8,24.563492
2021-11-13,India,10229,367698745,-5,7,23.349206
2021-11-14,India,8865,370227215,3,5,23.793651
2021-09-01,Japan,17456,59060074,-12,8,27.516667
2021-09-02,Japan,16850,59593329,-14,9,23.972222
2021-09-03,Japan,15469,59593329,-14,11,22.772222
2021-09-04,Japan,14374,59593329,-13,9,23.8
2021-09-05,Japan,9145,59593329,-10,7,25.45
2021-09-06,Japan,10477,60619470,-12,8,24.872222
2021-09-07,Japan,12118,61995078,-13,8,24.572222
2021-09-08,Japan,10729,62546331,-13,8,23.322222
2021-09-09,Japan,9178,63077767,-13,8,24.15
2021-09-10,Japan,9072,63077767,-13,9,25.988889
2021-09-11,Japan,7454,63077767,-15,8,25.038889
2021-09-12,Japan,4898,64476713,-10,6,23.816667
2021-09-13,Japan,5875,65214186,-12,7,23.861111
2021-09-14,Japan,6686,66035834,-13,8,21.355556
2021-09-15,Japan,6020,66626447,-12,7,23.244444
2021-09-16,Japan,5112,67204659,-12,7,25.005556
2021-09-17,Japan,5008,67204659,-14,10,23.822222
2021-09-18,Japan,3567,67204659,-14,9,25.338889
2021-09-19,Japan,2405,67204659,-10,3,24.872222
2021-09-20,Japan,2004,68854745,-61,17,25.505556
2021-09-21,Japan,2845,69837576,-11,6,24.555556
2021-09-22,Japan,3457,69837576,-10,5,24.672222
2021-09-23,Japan,2477,70730572,-57,18,25.083333
2021-09-24,Japan,2488,70730572,-14,8,23.4
2021-09-25,Japan,2288,70730572,-9,6,23.983333
2021-09-26,Japan,1386,72493929,-9,5,19.95
2021-09-27,Japan,1570,73417188,-11,6,23.327778
2021-09-28,Japan,2005,74369435,-11,6,24.45
2021-09-29,Japan,1673,75044365,-11,6,25.016667
2021-09-30,Japan,1510,75704359,-10,6,24.344444
2021-10-01,Japan,1264,75704359,-13,10,23.672222
2021-10-02,Japan,963,75704359,-9,5,22.811111
2021-10-03,Japan,732,77162035,-7,4,24.138889
2021-10-04,Japan,897,77921267,-9,5,24.555556
2021-10-05,Japan,1077,78857760,-10,5,24.133333
2021-10-06,Japan,990,79398361,-10,5,23.188889
2021-10-07,Japan,867,79952726,-10,5,24.305556
2021-10-08,Japan,785,79952726,-11,6,24.405556
2021-10-09,Japan,579,79952726,-13,5,25.305556
2021-10-10,Japan,418,81462027,-8,3,24.65
2021-10-11,Japan,544,82049243,-11,6,24.705556
2021-10-12,Japan,714,82829761,-10,6,24.216667
2021-10-13,Japan,619,83311005,-10,6,22.583333
2021-10-14,Japan,534,83656184,-10,5,21.438889
2021-10-15,Japan,506,83656184,-11,5,21.583333
2021-10-16,Japan,412,83656184,-10,4,21.766667
2021-10-17,Japan,297,84862796,-9,4,15.244444
2021-10-18,Japan,347,85337292,-9,5,15.927778
2021-10-19,Japan,373,86088680,-10,6,15.805556
2021-10-20,Japan,351,86515714,-9,5,13.605556
2021-10-21,Japan,305,86937361,-9,5,13.372222
2021-10-22,Japan,299,86937361,-11,6,15.4
2021-10-23,Japan,246,86937361,-12,4,13.216667
2021-10-24,Japan,166,88164264,-7,2,15.511111
2021-10-25,Japan,263,88797909,-9,5,13.583333
2021-10-26,Japan,342,88797909,-9,5,15.75
2021-10-27,Japan,271,89359060,-8,4,16.005556
2021-10-28,Japan,4343,90154382,-8,4,16.7
2021-10-29,Japan,287,90154382,-9,5,14.566667
2021-10-30,Japan,254,90154382,-8,3,16.655556
2021-10-31,Japan,102,91229398,-6,2,16.2
2021-11-01,Japan,196,91771479,-7,4,17.5
2021-11-02,Japan,233,91771479,-7,4,16.322222
2021-11-03,Japan,204,92207051,-56,16,15.794444
2021-11-04,Japan,200,92556990,-7,4,15.183333
2021-11-05,Japan,238,92556990,-8,5,14.0
2021-11-06,Japan,163,92556990,-7,3,15.261111
2021-11-07,Japan,119,93361962,-8,3,17.172222
2021-11-08,Japan,195,93762791,-7,5,19.238889
2021-11-09,Japan,204,94134252,-9,6,13.177778
2021-11-10,Japan,220,94134252,-8,4,12.827778
2021-11-11,Japan,183,94589255,-8,4,11.905556
2021-11-12,Japan,199,94589255,-8,5,10.7
2021-11-13,Japan,146,94589255,-12,3,11.488889
2021-11-14,Japan,95,95133716,-8,2,12.155556
2021-09-01,South Korea,1709,16471518,0,5,22.138889
2021-09-02,South Korea,1803,16972195,1,3,21.594444
2021-09-03,South Korea,1490,17672114,0,3,21.233333
2021-09-04,South Korea,1374,17933375,-5,3,22.233333
2021-09-05,South Korea,1596,17941844,-6,2,21.127778
2021-09-06,South Korea,2048,18577108,2,3,20.655556
2021-09-07,South Korea,2049,18998836,1,3,21.311111
2021-09-08,South Korea,1892,19306510,2,2,21.472222
2021-09-09,South Korea,1865,19599110,3,1,22.811111
2021-09-10,South Korea,1755,20017377,2,2,22.033333
2021-09-11,South Korea,1431,20230098,-3,3,22.994444
2021-09-12,South Korea,1496,20255920,-4,2,24.144444
2021-09-13,South Korea,2078,20679482,4,1,22.666667
2021-09-14,South Korea,1943,20904665,3,0,21.772222
2021-09-15,South Korea,2008,21345312,2,1,21.722222
2021-09-16,South Korea,2084,21659686,3,1,22.211111
2021-09-17,South Korea,1909,22105074,0,4,19.416667
2021-09-18,South Korea,1603,22295784,-11,3,21.372222
2021-09-19,South Korea,1729,22321954,-12,-1,21.544444
2021-09-20,South Korea,1720,22336181,-76,12,23.255556
2021-09-21,South Korea,1715,22340716,-83,8,21.405556
2021-09-22,South Korea,2434,22357012,-72,16,21.711111
2021-09-23,South Korea,3269,22734487,-4,3,19.65
2021-09-24,South Korea,2769,23150249,-1,4,20.522222
2021-09-25,South Korea,2383,23366251,-1,5,20.122222
2021-09-26,South Korea,2287,23390322,-2,4,20.583333
2021-09-27,South Korea,2885,24103176,6,2,21.238889
2021-09-28,South Korea,2562,24794269,5,1,21.683333
2021-09-29,South Korea,2485,25321736,2,4,21.111111
2021-09-30,South Korea,2247,25864563,5,1,20.744444
2021-10-01,South Korea,2085,26726964,3,2,21.044444
2021-10-02,South Korea,1673,27134615,-4,3,20.7
2021-10-03,South Korea,1574,27168187,-7,1,21.8
2021-10-04,South Korea,2026,27378644,-45,13,23.05
2021-10-05,South Korea,2423,28146108,6,0,22.322222
2021-10-06,South Korea,2176,28658175,4,2,21.527778
2021-10-07,South Korea,1949,29370204,5,2,21.027778
2021-10-08,South Korea,1594,30470487,3,2,20.883333
2021-10-09,South Korea,1297,30574710,-15,3,22.694444
2021-10-10,South Korea,1342,30592963,-9,2,22.383333
2021-10-11,South Korea,1581,30759471,-47,14,15.483333
2021-10-12,South Korea,1938,31361429,6,0,15.461111
2021-10-13,South Korea,1684,31773803,5,1,18.227778
2021-10-14,South Korea,1617,32232339,6,0,19.194444
2021-10-15,South Korea,1417,32954028,4,2,17.9
2021-10-16,South Korea,1050,33309668,-4,5,9.411111
2021-10-17,South Korea,1072,33329547,-4,3,5.966667
2021-10-18,South Korea,1571,33960812,5,1,10.444444
2021-10-19,South Korea,1441,34408639,5,0,9.655556
2021-10-20,South Korea,1440,34733484,4,1,9.0
2021-10-21,South Korea,1507,35142855,5,1,9.994444
2021-10-22,South Korea,1423,35777394,3,2,9.805556
2021-10-23,South Korea,1190,36111771,-4,2,10.15
2021-10-24,South Korea,1264,36128797,-5,1,10.788889
2021-10-25,South Korea,1948,36562606,5,1,10.344444
2021-10-26,South Korea,2111,36844455,6,-1,12.505556
2021-10-27,South Korea,2124,37103465,5,0,11.988889
2021-10-28,South Korea,2103,37727905,5,0,12.094444
2021-10-29,South Korea,2061,38430795,4,1,12.483333
2021-10-30,South Korea,1685,38789655,-5,1,10.983333
2021-10-31,South Korea,1588,38811049,-4,0,12.755556
2021-11-01,South Korea,2665,38930706,6,0,12.722222
2021-11-02,South Korea,2482,39018666,7,-1,10.961111
2021-11-03,South Korea,2344,39095144,6,0,11.066667
2021-11-04,South Korea,2247,39219919,6,0,11.744444
2021-11-05,South Korea,2223,39382871,4,0,11.755556
2021-11-06,South Korea,1758,39445952,-5,0,12.916667
2021-11-07,South Korea,1714,39450350,-5,0,15.1
2021-11-08,South Korea,2425,39614648,4,3,8.566667
2021-11-09,South Korea,2520,39741111,6,1,7.244444
2021-11-10,South Korea,2368,39848793,5,1,6.805556
2021-11-11,South Korea,2416,39957868,3,1,6.627778
2021-11-12,South Korea,2325,40107752,1,2,4.877778
2021-11-13,South Korea,2006,40209053,-7,1,7.511111
2021-11-14,South Korea,2125,40212409,-8,0,9.238889
2021-09-01,Turkey,23946,37368108,-11,-2,25.544444
2021-09-02,Turkey,23496,37645172,-9,-2,21.305556
2021-09-03,Turkey,22857,37976800,-10,0,18.944444
2021-09-04,Turkey,20033,38141442,0,-2,19.166667
2021-09-05,Turkey,19391,38288329,2,-3,20.25
2021-09-06,Turkey,20962,38628745,-11,-3,18.833333
2021-09-07,Turkey,23638,38978541,-10,-3,18.122222
2021-09-08,Turkey,23914,39298396,-9,-2,19.566667
2021-09-09,Turkey,23846,39599848,-7,-2,21.944444
2021-09-10,Turkey,23562,39963236,-8,-1,22.305556
2021-09-11,Turkey,22923,40158373,1,-1,20.161111
2021-09-12,Turkey,21352,40305712,3,-2,20.427778
2021-09-13,Turkey,24613,40635924,-9,-2,21.833333
2021-09-14,Turkey,27802,40921431,-10,-2,22.083333
2021-09-15,Turkey,28224,41182546,-9,-2,18.672222
2021-09-16,Turkey,28118,41435326,-8,-2,15.35
2021-09-17,Turkey,27692,41739242,-9,-1,15.7
2021-09-18,Turkey,26161,41902917,0,-2,18.066667
2021-09-19,Turkey,26398,42024517,2,-2,20.622222
2021-09-20,Turkey,27688,42286431,-8,-2,20.844444
2021-09-21,Turkey,29338,42536503,-7,-2,21.677778
2021-09-22,Turkey,28168,42774152,-2,-1,16.027778
2021-09-23,Turkey,27844,43002194,0,0,11.927778
2021-09-24,Turkey,27197,43285677,-2,-1,11.461111
2021-09-25,Turkey,26145,43439793,2,-1,13.822222
2021-09-26,Turkey,25861,43560247,3,-2,15.688889
2021-09-27,Turkey,27188,43813987,-2,-2,17.172222
2021-09-28,Turkey,28892,44059772,-2,-2,16.794444
2021-09-29,Turkey,29386,44059772,-1,-1,15.744444
2021-09-30,Turkey,29104,44498344,2,-1,14.238889
2021-10-01,Turkey,28873,44758512,-1,0,13.566667
2021-10-02,Turkey,27973,44910311,2,0,14.822222
2021-10-03,Turkey,27351,45023309,1,-1,13.838889
2021-10-04,Turkey,28810,45258194,-1,-2,12.861111
2021-10-05,Turkey,29802,45454130,-2,-2,12.177778
2021-10-06,Turkey,30438,45638744,0,-1,11.488889
2021-10-07,Turkey,30019,45807085,3,-2,12.894444
2021-10-08,Turkey,30201,46030897,0,-1,14.488889
2021-10-09,Turkey,28645,46156214,2,0,17.005556
2021-10-10,Turkey,28370,46245192,1,-1,18.444444
2021-10-11,Turkey,30563,46435265,1,-2,17.955556
2021-10-12,Turkey,33860,46617072,1,-1,18.433333
2021-10-13,Turkey,31248,46775005,3,-1,16.977778
2021-10-14,Turkey,30709,46926728,5,-2,16.177778
2021-10-15,Turkey,30694,47119099,3,0,16.355556
2021-10-16,Turkey,28537,47226488,4,0,17.022222
2021-10-17,Turkey,24114,47303190,2,1,14.405556
2021-10-18,Turkey,29240,47450026,2,-1,12.738889
2021-10-19,Turkey,30862,47585869,2,-1,12.116667
2021-10-20,Turkey,29760,47704367,4,-1,10.05
2021-10-21,Turkey,28465,47817661,6,-1,9.877778
2021-10-22,Turkey,28192,47962680,4,0,11.872222
2021-10-23,Turkey,26217,48043489,5,-1,12.655556
2021-10-24,Turkey,24792,48100346,2,1,13.055556
2021-10-25,Turkey,27663,48218503,4,-1,8.222222
2021-10-26,Turkey,29643,48319754,4,-1,7.516667
2021-10-27,Turkey,26896,48418126,5,-1,10.977778
2021-10-28,Turkey,25528,48505748,-1,0,11.044444
2021-10-29,Turkey,24409,48563435,-37,8,9.077778
2021-10-30,Turkey,23096,48614256,-4,2,9.744444
2021-10-31,Turkey,23948,48655853,1,0,12.316667
2021-11-01,Turkey,28678,48758456,5,0,13.977778
2021-11-02,Turkey,29796,48846431,5,0,12.816667
2021-11-03,Turkey,29764,48927418,7,0,12.172222
2021-11-04,Turkey,29482,49007760,9,-1,12.188889
2021-11-05,Turkey,28193,49107343,7,0,11.861111
2021-11-06,Turkey,27474,49155101,5,0,11.177778
2021-11-07,Turkey,25304,49190536,1,1,11.266667
2021-11-08,Turkey,27824,49270114,6,-1,12.116667
2021-11-09,Turkey,28662,49341966,6,-1,12.605556
2021-11-10,Turkey,27259,49405070,7,0,6.1
2021-11-11,Turkey,24898,49472726,9,0,2.661111
2021-11-12,Turkey,23637,49554129,6,1,3.161111
2021-11-13,Turkey,22583,49594716,2,1,6.305556
2021-11-14,Turkey,21624,49626098,0,0,8.061111
2021-09-01,United States of America,197054,174600017,-30,6,22.933333
2021-09-02,United States of America,180124,174973937,-30,6,23.183333
2021-09-03,United States of America,181393,175538025,-30,5,22.216667
2021-09-04,United States of America,140697,175968266,-15,1,21.322222
2021-09-05,United States of America,123170,175968266,-15,0,20.788889
2021-09-06,United States of America,109182,175968266,-72,16,23.972222
2021-09-07,United States of America,117289,176659496,-30,6,24.388889
2021-09-08,United States of America,167838,177104652,-28,6,19.922222
2021-09-09,United States of America,184563,177433044,-27,6,20.255556
2021-09-10,United States of America,167749,177899458,-25,4,22.744444
2021-09-11,United States of America,151527,178328389,-9,1,25.977778
2021-09-12,United States of America,114586,178692875,-11,2,25.172222
2021-09-13,United States of America,112176,178692875,-28,6,23.622222
2021-09-14,United States of America,160207,179289983,-28,6,21.677778
2021-09-15,United States of America,160973,179695287,-27,5,19.755556
2021-09-16,United States of America,165220,180086143,-28,6,25.688889
2021-09-17,United States of America,155833,180572171,-27,4,21.711111
2021-09-18,United States of America,121368,181035022,-11,1,20.277778
2021-09-19,United States of America,95329,181382976,-13,1,25.288889
2021-09-20,United States of America,91884,181728072,-27,5,23.338889
2021-09-21,United States of America,133262,182012343,-26,6,15.688889
2021-09-22,United States of America,130809,182387840,-24,6,14.333333
2021-09-23,United States of America,133813,182587334,-24,5,18.133333
2021-09-24,United States of America,131550,182958696,-24,4,19.066667
2021-09-25,United States of America,94118,183353326,-9,0,15.627778
2021-09-26,United States of America,75539,183670870,-11,1,22.216667
2021-09-27,United States of America,101959,183888907,-25,5,24.066667
2021-09-28,United States of America,115792,183888907,-24,5,22.922222
2021-09-29,United States of America,115074,185537265,-23,5,22.594444
2021-09-30,United States of America,120652,184601450,-23,5,17.527778
2021-10-01,United States of America,118692,184852416,-23,4,16.494444
2021-10-02,United States of America,79923,185143698,-10,1,16.561111
2021-10-03,United States of America,66977,185492579,-12,1,16.627778
2021-10-04,United States of America,86177,185788098,-25,5,17.711111
2021-10-05,United States of America,102809,186060146,-24,5,16.061111
2021-10-06,United States of America,105901,186385751,-23,5,16.08642
2021-10-07,United States of America,110693,186618184,-23,5,17.987654
2021-10-08,United States of America,106497,186917921,-24,5,20.222222
2021-10-09,United States of America,68713,187215471,-10,1,20.661111
2021-10-10,United States of America,58209,187215471,-12,1,16.794444
2021-10-11,United States of America,74265,187215471,-32,7,13.966667
2021-10-12,United States of America,89977,187714829,-24,5,14.827778
2021-10-13,United States of America,95786,187937559,-23,5,14.766667
2021-10-14,United States of America,94657,188281747,-23,5,8.766667
2021-10-15,United States of America,90144,188655196,-24,4,8.988889
2021-10-16,United States of America,61345,188902483,-10,0,8.916667
2021-10-17,United States of America,48454,189141481,-12,1,12.677778
2021-10-18,United States of America,68842,189292559,-24,5,14.611111
2021-10-19,United States of America,79598,189487793,-23,5,16.733333
2021-10-20,United States of America,75276,189709710,-23,5,12.655556
2021-10-21,United States of America,86398,189924447,-23,5,7.127778
2021-10-22,United States of America,80726,190179553,-23,4,10.466667
2021-10-23,United States of America,29730,190402262,-10,1,10.188889
2021-10-24,United States of America,21153,190578704,-13,2,12.177778
2021-10-25,United States of America,93689,190699790,-24,6,7.016667
2021-10-26,United States of America,101702,190793100,-23,6,10.883333
2021-10-27,United States of America,82766,190990750,-22,5,12.488889
2021-10-28,United States of America,81976,191242432,-22,5,10.861111
2021-10-29,United States of America,84759,191997869,-22,5,9.822222
2021-10-30,United States of America,28766,192244927,-10,1,9.672222
2021-10-31,United States of America,20553,192453500,-13,1,7.5
2021-11-01,United States of America,118164,192586927,-24,6,3.905556
2021-11-02,United States of America,72225,192726406,-24,6,3.722222
2021-11-03,United States of America,78951,192931486,-22,5,4.733333
2021-11-04,United States of America,87199,193227813,-22,6,6.094444
2021-11-05,United States of America,88208,193425862,-22,5,10.227778
2021-11-06,United States of America,28489,193627929,-10,2,11.277778
2021-11-07,United States of America,24447,193832584,-11,2,13.755556
2021-11-08,United States of America,127104,194001108,-22,5,10.333333
2021-11-09,United States of America,82044,194168611,-22,5,9.033333
2021-11-10,United States of America,89109,194382921,-21,5,9.438889
2021-11-11,United States of America,70492,194382921,-33,8,6.433333
2021-11-12,United States of America,121582,194747839,-24,6,4.266667
2021-11-13,United States of America,47498,194951106,-10,2,1.644444
2021-11-14,United States of America,26825,195120470,-12,2,7.872222
2021-09-01,South Africa,9201,6145216,-9,14,14.244444
2021-09-02,South Africa,9199,6301758,-9,14,18.462963
2021-09-03,South Africa,8411,6301758,-8,13,19.191358
2021-09-04,South Africa,5930,6301758,9,9,17.027778
2021-09-05,South Africa,4118,6492469,8,10,17.530864
2021-09-06,South Africa,5372,6492469,-9,15,14.845679
2021-09-07,South Africa,7338,6751662,-10,16,12.388889
2021-09-08,South Africa,6270,6751662,-9,15,13.746914
2021-09-09,South Africa,5885,6888163,-9,15,18.133333
2021-09-10,South Africa,5309,7153911,-7,14,20.444444
2021-09-11,South Africa,3961,7187179,11,10,19.983333
2021-09-12,South Africa,2640,7199405,8,11,20.211111
2021-09-13,South Africa,3699,7330517,-9,15,20.067901
2021-09-14,South Africa,4667,7473903,-10,15,20.055556
2021-09-15,South Africa,4215,7609183,-9,15,14.566667
2021-09-16,South Africa,3648,7734069,-10,15,12.372222
2021-09-17,South Africa,3286,7734069,-9,13,12.522222
2021-09-18,South Africa,2281,7734069,10,10,17.166667
2021-09-19,South Africa,1504,7911171,9,11,19.450617
2021-09-20,South Africa,2197,7911171,-10,15,16.0625
2021-09-21,South Africa,2967,8108520,-9,15,14.0
2021-09-22,South Africa,2783,8228296,-8,14,17.494444
2021-09-23,South Africa,2261,8344762,-11,9,19.988889
2021-09-24,South Africa,1634,8362232,-68,22,21.722222
2021-09-25,South Africa,967,8362232,-5,9,22.65
2021-09-26,South Africa,578,8391620,5,6,23.277778
2021-09-27,South Africa,1367,8501712,-10,14,24.294444
2021-09-28,South Africa,2105,8501712,-8,14,23.141975
2021-09-29,South Africa,1678,8501712,-9,14,19.8125
2021-09-30,South Africa,1635,8819130,-8,13,19.638889
2021-10-01,South Africa,1306,8819130,-9,12,19.011111
2021-10-02,South Africa,809,8819130,8,8,16.166667
2021-10-03,South Africa,429,9075189,10,8,13.288889
2021-10-04,South Africa,768,9075189,-17,15,14.376543
2021-10-05,South Africa,1149,9364725,-17,15,16.530864
2021-10-06,South Africa,989,9526247,-17,15,20.407407
2021-10-07,South Africa,924,9526247,-17,15,21.5
2021-10-08,South Africa,816,9686443,-17,14,20.018519
2021-10-09,South Africa,648,9686443,8,7,18.205556
2021-10-10,South Africa,201,9686443,7,7,17.45
2021-10-11,South Africa,592,9911989,-7,12,20.722222
2021-10-12,South Africa,942,9911989,-6,12,22.833333
2021-10-13,South Africa,947,10218549,-6,12,25.339506
2021-10-14,South Africa,733,10218549,-5,13,24.25
2021-10-15,South Africa,619,10539458,-4,12,22.513889
2021-10-16,South Africa,414,10539458,12,10,14.761905
2021-10-17,South Africa,210,10759755,10,11,13.444444
2021-10-18,South Africa,453,10759755,-6,14,14.574074
2021-10-19,South Africa,591,11036024,-5,14,17.358025
2021-10-20,South Africa,520,11036024,-5,13,20.04321
2021-10-21,South Africa,517,11036024,-5,14,19.438272
2021-10-22,South Africa,449,11036024,-4,13,16.845679
2021-10-23,South Africa,300,11546163,13,9,16.197531
2021-10-24,South Africa,146,11546163,11,9,15.734568
2021-10-25,South Africa,330,11697646,-5,13,17.069444
2021-10-26,South Africa,472,11697646,-4,12,20.35
2021-10-27,South Africa,532,11697646,-4,11,19.294444
2021-10-28,South Africa,475,11697646,-5,10,17.405556
2021-10-29,South Africa,300,11697646,-4,8,18.388889
2021-10-30,South Africa,230,12305320,13,4,17.211111
2021-10-31,South Africa,106,12317435,15,6,19.816667
2021-11-01,South Africa,169,12317435,-71,24,20.588889
2021-11-02,South Africa,344,12537511,-3,11,16.588889
2021-11-03,South Africa,319,12620892,-2,12,18.361111
2021-11-04,South Africa,339,12737700,-4,13,20.588889
2021-11-05,South Africa,358,12737700,-1,10,23.155556
2021-11-06,South Africa,205,12803590,15,6,22.161111
2021-11-07,South Africa,116,12810692,12,8,24.15
2021-11-08,South Africa,245,12934946,-6,12,18.416667
2021-11-09,South Africa,305,13030588,-4,10,17.005556
2021-11-10,South Africa,356,13124865,-4,11,20.703704
2021-11-11,South Africa,393,13124865,-4,11,22.416667
2021-11-12,South Africa,306,13324316,-2,11,23.094444
2021-11-13,South Africa,262,13375972,15,9,22.851852
2021-11-14,South Africa,136,13402141,13,10,23.382716