,date,country_name,new_confirmed,cumulative_persons_fully_vaccinated,mobility_workplaces,mobility_residential,average_temperature_celsius,predicted_new_confirmed
0,2021-09-01,Chile,375,13705602,5,11,12.801587,
1,2021-09-02,Chile,594,13730274,6,11,13.285714000000002,
2,2021-09-03,Chile,504,13748388,6,12,12.126984,
3,2021-09-04,Chile,477,13749227,6,9,13.079365,
4,2021-09-05,Chile,430,13749385,6,10,12.468254,
5,2021-09-06,Chile,435,13810969,6,11,12.626984,
6,2021-09-07,Chile,273,13874208,7,11,9.952380999999999,
7,2021-09-08,Chile,358,13890149,8,10,9.944444,
8,2021-09-09,Chile,515,13901803,7,10,11.015873,
9,2021-09-10,Chile,518,13911344,7,11,12.603175,
10,2021-09-11,Chile,489,13911961,6,11,12.896825,
11,2021-09-12,Chile,449,13912020,4,12,15.046296,
12,2021-09-13,Chile,426,13951887,0,11,11.420635,
13,2021-09-14,Chile,297,13991891,-1,9,10.18254,
14,2021-09-15,Chile,408,14008210,-1,8,11.269841,
15,2021-09-16,Chile,604,14016702,-10,7,13.031746,
16,2021-09-17,Chile,594,14016756,-64,19,13.777778,
17,2021-09-18,Chile,610,14016771,-52,10,13.634920999999999,
18,2021-09-19,Chile,491,14016776,-24,8,12.68254,
19,2021-09-20,Chile,280,14040151,-1,10,13.126984,
20,2021-09-21,Chile,291,14064651,5,10,12.634921,
21,2021-09-22,Chile,526,14082684,9,11,13.928571,
22,2021-09-23,Chile,886,14093998,9,11,14.642857000000001,
23,2021-09-24,Chile,852,14103734,8,11,15.968254,
24,2021-09-25,Chile,783,14104136,7,10,15.523810000000001,
25,2021-09-26,Chile,775,14104198,7,10,14.230159,
26,2021-09-27,Chile,640,14122117,11,11,13.81746,
27,2021-09-28,Chile,454,14142282,11,10,14.729167000000002,
28,2021-09-29,Chile,525,14153934,11,10,14.142857000000001,
29,2021-09-30,Chile,895,14162866,12,10,14.571429,
30,2021-10-01,Chile,846,14170663,11,10,13.895832999999998,
31,2021-10-02,Chile,853,14171030,7,8,13.277778,
32,2021-10-03,Chile,752,14171114,7,9,11.849206,
33,2021-10-04,Chile,673,14186487,11,10,12.849206,
34,2021-10-05,Chile,503,14202295,11,9,14.034722,
35,2021-10-06,Chile,714,14209863,13,9,13.055556,
36,2021-10-07,Chile,981,14216040,13,9,13.365079000000001,
37,2021-10-08,Chile,1037,14221752,11,10,13.706349,
38,2021-10-09,Chile,1033,14222047,7,7,13.055556,
39,2021-10-10,Chile,1105,14222068,5,7,14.952380999999999,
40,2021-10-11,Chile,996,14222346,-65,20,15.476189999999999,
41,2021-10-12,Chile,634,14287899,12,8,15.785714000000002,
42,2021-10-13,Chile,766,14341419,12,10,15.865079000000001,
43,2021-10-14,Chile,1223,14373950,13,10,14.047619000000001,
44,2021-10-15,Chile,1703,14392187,9,11,12.293650999999999,
45,2021-10-16,Chile,1774,14392616,10,8,13.896825,
46,2021-10-17,Chile,1562,14392656,9,9,14.785714000000002,
47,2021-10-18,Chile,1357,14439765,6,14,15.952380999999999,
48,2021-10-19,Chile,966,14494252,12,9,17.349206,
49,2021-10-20,Chile,1206,14555930,14,10,15.857142999999999,
50,2021-10-21,Chile,1842,14604414,14,10,16.833333,
51,2021-10-22,Chile,2086,14659952,14,10,16.256944,
52,2021-10-23,Chile,2056,14661202,10,8,14.428571,
53,2021-10-24,Chile,1882,14661267,8,10,17.420635,
54,2021-10-25,Chile,1677,14740089,14,10,20.833333,
55,2021-10-26,Chile,1201,14834617,15,9,19.920635,
56,2021-10-27,Chile,1753,14936240,16,9,18.979167,
57,2021-10-28,Chile,2205,15037261,16,9,20.402778,
58,2021-10-29,Chile,2379,15128422,14,8,20.697531,
59,2021-10-30,Chile,2230,15132687,8,5,19.652778,
60,2021-10-31,Chile,2250,15132947,11,4,16.347222,
61,2021-11-01,Chile,1806,15133470,-67,19,14.215278,1995.0556640625
62,2021-11-02,Chile,1390,15227336,14,8,16.819444,2000.513671875
63,2021-11-03,Chile,1360,15315620,15,9,17.524691,2059.775146484375
64,2021-11-04,Chile,1953,15396686,16,9,15.291667000000002,2071.015625
65,2021-11-05,Chile,2601,15467255,16,9,14.645832999999998,2017.1572265625
66,2021-11-06,Chile,2895,15471494,11,7,15.520832999999998,1953.40234375
67,2021-11-07,Chile,2682,15471706,9,9,16.326389000000002,1821.6265869140625
68,2021-11-08,Chile,2367,15514548,15,9,18.763889000000002,1911.8974609375
69,2021-11-09,Chile,1800,15573613,16,8,18.141975,2101.02587890625
70,2021-11-10,Chile,2229,15630837,17,8,16.277778,2112.15625
71,2021-11-11,Chile,2833,15685551,16,9,17.333333,2143.9775390625
72,2021-11-12,Chile,2950,15733315,16,9,17.895062,2140.525390625
73,2021-11-13,Chile,2712,15737103,10,7,17.451389000000002,1962.065673828125
74,2021-11-14,Chile,2835,15737358,8,9,17.027778,1779.6068115234375
75,2021-09-01,Colombia,1694,15737358,1,6,17.481481,
76,2021-09-02,Colombia,1640,14771114,1,6,20.587301999999998,
77,2021-09-03,Colombia,1811,14873013,9,6,18.916667,
78,2021-09-04,Colombia,1396,14912159,18,2,19.888889000000002,
79,2021-09-05,Colombia,675,14912159,20,2,20.0,
80,2021-09-06,Colombia,1292,14912159,2,7,18.958333,
81,2021-09-07,Colombia,1399,14912159,6,7,18.018519,
82,2021-09-08,Colombia,1679,14912159,3,6,17.680556,
83,2021-09-09,Colombia,1581,15572631,2,6,18.222222,
84,2021-09-10,Colombia,1688,15712902,10,6,20.055556,
85,2021-09-11,Colombia,1372,15712902,19,3,17.666667,
86,2021-09-12,Colombia,669,15746173,19,3,17.347222,
87,2021-09-13,Colombia,1233,15817661,4,6,20.694444,
88,2021-09-14,Colombia,1565,15902438,5,6,19.240741,
89,2021-09-15,Colombia,1641,15968154,2,6,17.805556,
90,2021-09-16,Colombia,1653,15968154,1,5,20.222222,
91,2021-09-17,Colombia,1518,16096455,8,4,22.763889000000002,
92,2021-09-18,Colombia,1259,16137068,18,0,22.296295999999998,
93,2021-09-19,Colombia,675,16159636,17,1,22.366667,
94,2021-09-20,Colombia,1247,16223761,4,6,17.236110999999998,
95,2021-09-21,Colombia,1533,16223761,6,7,19.166667,
96,2021-09-22,Colombia,1499,16353229,5,7,17.375,
97,2021-09-23,Colombia,1621,16423702,5,6,16.944444,
98,2021-09-24,Colombia,1494,16423702,11,5,21.34127,
99,2021-09-25,Colombia,1195,16538611,19,2,23.255556,
100,2021-09-26,Colombia,707,16684339,19,2,18.583333,
101,2021-09-27,Colombia,1253,16811660,7,6,21.731481,
102,2021-09-28,Colombia,1529,16811660,7,8,20.787036999999998,
103,2021-09-29,Colombia,1542,16929789,6,6,20.896825,
104,2021-09-30,Colombia,1692,16929789,6,5,17.407407,
105,2021-10-01,Colombia,1477,17207121,13,4,20.12963,
106,2021-10-02,Colombia,1205,17207121,20,1,21.015873000000003,
107,2021-10-03,Colombia,652,17207121,19,1,17.583333,
108,2021-10-04,Colombia,1304,17494197,8,5,19.037036999999998,
109,2021-10-05,Colombia,1490,17494197,9,6,19.259259,
110,2021-10-06,Colombia,1627,17865559,6,5,21.309524,
111,2021-10-07,Colombia,1500,18096506,6,5,21.788889,
112,2021-10-08,Colombia,1635,18308930,13,5,19.666667,
113,2021-10-09,Colombia,1273,18501504,20,2,17.125,
114,2021-10-10,Colombia,604,18593793,19,3,18.537036999999998,
115,2021-10-11,Colombia,1249,18815492,2,6,17.333333,
116,2021-10-12,Colombia,1535,19007794,4,6,20.240741,
117,2021-10-13,Colombia,1522,19199704,0,5,19.425926,
118,2021-10-14,Colombia,1597,19370919,-1,6,18.092593,
119,2021-10-15,Colombia,1512,19370919,5,4,20.144444,
120,2021-10-16,Colombia,1296,19370919,15,1,19.377778,
121,2021-10-17,Colombia,758,19724680,17,0,20.854167,
122,2021-10-18,Colombia,714,19773196,-60,12,16.777778,
123,2021-10-19,Colombia,1470,19773196,9,4,16.296295999999998,
124,2021-10-20,Colombia,1693,19773196,6,5,21.027778,
125,2021-10-21,Colombia,1808,19773196,6,5,17.638889000000002,
126,2021-10-22,Colombia,1554,20375431,14,5,20.287036999999998,
127,2021-10-23,Colombia,1630,20498474,22,3,20.97619,
128,2021-10-24,Colombia,864,20586698,23,4,17.486110999999998,
129,2021-10-25,Colombia,1553,20720822,9,6,17.763889000000002,
130,2021-10-26,Colombia,2104,20859742,11,6,17.444444,
131,2021-10-27,Colombia,2015,21005191,8,5,16.37037,
132,2021-10-28,Colombia,1876,21141526,9,4,19.677778,
133,2021-10-29,Colombia,1823,21141526,16,4,17.916667,
134,2021-10-30,Colombia,1697,21356231,24,0,22.972222,
135,2021-10-31,Colombia,807,21398743,31,-1,18.240741,
136,2021-11-01,Colombia,689,21398743,-59,14,18.955556,1619.999267578125
137,2021-11-02,Colombia,1636,21561295,12,4,19.37037,1493.5535888671875
138,2021-11-03,Colombia,1954,21682604,9,4,20.222222,1488.69775390625
139,2021-11-04,Colombia,2206,21813816,8,4,19.333333,1483.6669921875
140,2021-11-05,Colombia,2390,21813816,17,4,18.25,1480.617919921875
141,2021-11-06,Colombia,1963,22069693,25,1,23.407407,1349.9029541015625
142,2021-11-07,Colombia,1082,22140469,25,2,21.277778,1231.7958984375
143,2021-11-08,Colombia,2214,22249865,11,5,17.305556,1328.5911865234375
144,2021-11-09,Colombia,2402,22249865,13,5,17.722222,1509.078369140625
145,2021-11-10,Colombia,2592,22501438,10,4,17.402778,1537.8992919921875
146,2021-11-11,Colombia,2560,22626221,9,4,20.177778,1542.2315673828125
147,2021-11-12,Colombia,2732,22759122,15,3,21.555556,1502.7313232421875
148,2021-11-13,Colombia,2114,22759122,21,0,20.666667,1302.9901123046875
149,2021-11-14,Colombia,1153,22940295,23,0,18.222222,1187.137451171875
150,2021-09-01,Germany,14251,50723714,-19,3,15.255556,
151,2021-09-02,Germany,10835,50865793,-18,3,15.983332999999998,
152,2021-09-03,Germany,10453,51004931,-18,2,17.227778,
153,2021-09-04,Germany,4749,51069615,5,-2,16.116667,
154,2021-09-05,Germany,6726,51107713,14,-3,16.405556,
155,2021-09-06,Germany,13565,51192319,-18,3,17.511111,
156,2021-09-07,Germany,15431,51311119,-16,4,18.188889,
157,2021-09-08,Germany,12969,51452454,-16,2,18.938889,
158,2021-09-09,Germany,11214,51589287,-16,3,20.272222,
159,2021-09-10,Germany,7345,51721191,-16,3,19.888889000000002,
160,2021-09-11,Germany,5511,51792488,3,0,18.177778,
161,2021-09-12,Germany,6325,51834050,12,-2,17.238889,
162,2021-09-13,Germany,12455,51928105,-16,3,15.744444,
163,2021-09-14,Germany,12925,52051773,-15,3,18.244444,
164,2021-09-15,Germany,11022,52204735,-15,4,18.7,
165,2021-09-16,Germany,8901,52347848,-17,3,15.238889000000002,
166,2021-09-17,Germany,7337,52487576,-18,3,14.627778,
167,2021-09-18,Germany,3736,52560750,1,-1,14.4,
168,2021-09-19,Germany,4664,52604901,6,-1,12.511111,
169,2021-09-20,Germany,10454,52694780,-19,4,11.105556,
170,2021-09-21,Germany,10696,52816987,-15,4,11.766667,
171,2021-09-22,Germany,9727,52960822,-13,3,12.983333,
172,2021-09-23,Germany,7211,53098052,-14,3,14.994444,
173,2021-09-24,Germany,7774,53232998,-15,3,15.316667,
174,2021-09-25,Germany,3022,53299608,4,-1,16.538889,
175,2021-09-26,Germany,4171,53336593,14,-2,17.844444,
176,2021-09-27,Germany,11780,53419222,-14,4,17.083333,
177,2021-09-28,Germany,12150,53532254,-14,4,13.005556,
178,2021-09-29,Germany,10118,53660555,-16,4,11.677778,
179,2021-09-30,Germany,8517,53786780,-15,3,10.488889,
180,2021-10-01,Germany,6164,53852218,-16,3,12.516667,
181,2021-10-02,Germany,3088,53870442,2,0,14.888889,
182,2021-10-03,Germany,4799,53878246,4,0,18.027778,
183,2021-10-04,Germany,11547,53926698,-18,3,12.372222,
184,2021-10-05,Germany,11644,54016972,-17,5,11.772222,
185,2021-10-06,Germany,10429,54116058,-16,4,10.911111,
186,2021-10-07,Germany,8854,54219807,-16,4,10.977778,
187,2021-10-08,Germany,7612,54308622,-17,3,10.361111,
188,2021-10-09,Germany,3111,54331245,1,-1,9.361111,
189,2021-10-10,Germany,4971,54340633,6,-1,7.711111,
190,2021-10-11,Germany,11903,54386316,-22,4,8.238889,
191,2021-10-12,Germany,12382,54468779,-21,6,8.316667,
192,2021-10-13,Germany,11518,54561285,-21,5,7.566667,
193,2021-10-14,Germany,10949,54656405,-21,5,10.044444,
194,2021-10-15,Germany,8682,54736072,-22,5,9.2,
195,2021-10-16,Germany,4056,54758387,-1,1,6.783333,
196,2021-10-17,Germany,6771,54766998,2,0,8.222222,
197,2021-10-18,Germany,17015,54807014,-23,4,8.433333,
198,2021-10-19,Germany,16077,54884367,-22,6,11.233333,
199,2021-10-20,Germany,19572,54969385,-22,5,14.216667000000001,
200,2021-10-21,Germany,15145,55054459,-23,7,10.333333,
201,2021-10-22,Germany,13732,55121731,-23,6,6.950617,
202,2021-10-23,Germany,6573,55141715,0,1,6.5,
203,2021-10-24,Germany,10473,55148299,4,0,6.296296,
204,2021-10-25,Germany,23212,55190803,-18,4,7.401235000000001,
205,2021-10-26,Germany,28037,55269904,-17,5,10.691358000000001,
206,2021-10-27,Germany,24668,55355628,-16,5,10.962963,
207,2021-10-28,Germany,21543,55441531,-16,4,8.577778,
208,2021-10-29,Germany,16887,55511892,-18,4,8.555556,
209,2021-10-30,Germany,9658,55531108,0,1,8.644444,
210,2021-10-31,Germany,10813,55537027,2,-1,12.944444,
211,2021-11-01,Germany,20398,55557261,-54,13,9.861111,20941.2578125
212,2021-11-02,Germany,33949,55620549,-17,5,7.272222,21343.693359375
213,2021-11-03,Germany,37120,55699205,-16,5,6.516667,21575.029296875
214,2021-11-04,Germany,34002,55777925,-17,6,6.261111,21603.5078125
215,2021-11-05,Germany,23543,55840584,-17,6,6.7555559999999995,21464.64453125
216,2021-11-06,Germany,15513,55859230,1,3,6.5,19033.48828125
217,2021-11-07,Germany,21832,55868029,0,3,6.788889,17942.27734375
218,2021-11-08,Germany,39676,55906491,-14,5,6.75,18513.408203125
219,2021-11-09,Germany,50196,55979929,-13,5,6.683333,21242.05078125
220,2021-11-10,Germany,48640,56056067,-13,5,3.233333,21970.20703125
221,2021-11-11,Germany,45081,56134734,-13,5,3.105556,21006.216796875
222,2021-11-12,Germany,33498,56191874,-15,6,3.0,21332.685546875
223,2021-11-13,Germany,23607,56211971,-1,4,4.516667,18979.095703125
224,2021-11-14,Germany,32048,56221340,-2,3,6.716667,17461.162109375
225,2021-09-01,France,17621,44660943,-23,4,18.527778,
226,2021-09-02,France,15911,44922949,-26,4,20.094444,
227,2021-09-03,France,13466,45232036,-24,4,20.811111,
228,2021-09-04,France,13336,45462350,0,-1,20.088889,
229,2021-09-05,France,10410,45510761,12,-3,21.355556,
230,2021-09-06,France,3042,45701683,-24,2,22.666667,
231,2021-09-07,France,14534,45892811,-23,1,23.0,
232,2021-09-08,France,12828,46109375,-21,2,21.555556,
233,2021-09-09,France,10969,46283288,-22,2,19.788889,
234,2021-09-10,France,9966,46497840,-22,2,18.411111,
235,2021-09-11,France,9601,46675729,0,-2,17.211111,
236,2021-09-12,France,7679,46709873,11,-3,17.722222,
237,2021-09-13,France,2062,46844306,-23,1,20.005556,
238,2021-09-14,France,10327,46980545,-22,2,20.783333,
239,2021-09-15,France,9144,47154822,-22,2,19.172222,
240,2021-09-16,France,8128,47272159,-23,1,18.277778,
241,2021-09-17,France,7373,47431408,-23,2,17.111110999999998,
242,2021-09-18,France,7414,47575241,-2,-1,15.955556,
243,2021-09-19,France,5814,47600173,6,-1,14.55,
244,2021-09-20,France,1515,47696230,-21,2,14.633332999999999,
245,2021-09-21,France,7851,47794463,-18,2,14.95,
246,2021-09-22,France,6794,47938014,-14,2,14.483332999999998,
247,2021-09-23,France,6229,48027841,-14,1,14.95,
248,2021-09-24,France,5879,48158609,-15,2,15.75,
249,2021-09-25,France,6012,48276372,-1,-1,16.333333,
250,2021-09-26,France,4706,48295011,5,-1,17.822222,
251,2021-09-27,France,1309,48373397,-15,2,15.85,
252,2021-09-28,France,6765,48446847,-14,2,12.877778,
253,2021-09-29,France,5835,48549151,-15,2,13.961110999999999,
254,2021-09-30,France,5204,48618080,-14,1,8.827778,
255,2021-10-01,France,4935,48715501,-16,3,12.177778,
256,2021-10-02,France,4948,48796506,-4,0,16.25,
257,2021-10-03,France,3744,48807843,-1,1,15.172222,
258,2021-10-04,France,1138,48866491,-17,3,13.233332999999998,
259,2021-10-05,France,5558,48928141,-16,3,12.805556,
260,2021-10-06,France,4946,49007646,-14,2,11.188889,
261,2021-10-07,France,4615,49066273,-13,1,10.427778,
262,2021-10-08,France,4470,49155426,-15,2,12.655555999999999,
263,2021-10-09,France,4734,49219011,-3,-1,11.522222,
264,2021-10-10,France,3991,49226567,1,-1,9.644444,
265,2021-10-11,France,1120,49276751,-14,2,9.477778,
266,2021-10-12,France,5880,49327680,-13,2,9.7,
267,2021-10-13,France,5578,49389765,-13,2,9.616667,
268,2021-10-14,France,5187,49438980,-12,1,8.461111,
269,2021-10-15,France,6099,49508274,-14,2,8.516667,
270,2021-10-16,France,4899,49554720,-3,0,9.7,
271,2021-10-17,France,3778,49560423,0,-1,10.988889,
272,2021-10-18,France,1057,49601143,-14,3,13.355556,
273,2021-10-19,France,5934,49641810,-13,2,17.433332999999998,
274,2021-10-20,France,6036,49692767,-13,3,16.333333,
275,2021-10-21,France,6127,49733943,-12,2,12.666667,
276,2021-10-22,France,6366,49792384,-13,3,7.7,
277,2021-10-23,France,6291,49833505,-5,0,8.072222,
278,2021-10-24,France,5005,49838482,-2,-1,7.877778,
279,2021-10-25,France,1295,49873174,-27,5,9.8,
280,2021-10-26,France,6603,49905036,-25,4,11.422222,
281,2021-10-27,France,6528,49948490,-22,3,8.983333,
282,2021-10-28,France,6461,49978949,-26,3,11.044444,
283,2021-10-29,France,6433,50024495,-29,5,12.877778,
284,2021-10-30,France,7360,50057123,-11,0,13.066667,
285,2021-10-31,France,6329,50061072,-5,-1,13.044444,
286,2021-11-01,France,1866,50065221,-82,17,10.65,9012.1220703125
287,2021-11-02,France,2039,50101113,-29,5,9.355556,9417.6982421875
288,2021-11-03,France,10050,50144117,-24,4,7.311111,9371.4892578125
289,2021-11-04,France,9502,50175438,-27,5,5.627778,9380.9892578125
290,2021-11-05,France,8998,50220262,-27,6,7.594444,9420.4658203125
