,date,country_name,new_confirmed,cumulative_persons_fully_vaccinated,mobility_workplaces,mobility_residential,average_temperature_celsius,predicted_new_confirmed
571,2021-10-17,South Korea,1072,33329547,-4,3,5.966667,
572,2021-10-18,South Korea,1571,33960812,5,1,10.444444,
573,2021-10-19,South Korea,1441,34408639,5,0,9.655555999999999,
574,2021-10-20,South Korea,1440,34733484,4,1,9.0,
575,2021-10-21,South Korea,1507,35142855,5,1,9.994444,
576,2021-10-22,South Korea,1423,35777394,3,2,9.805556,
577,2021-10-23,South Korea,1190,36111771,-4,2,10.15,
578,2021-10-24,South Korea,1264,36128797,-5,1,10.788889,
579,2021-10-25,South Korea,1948,36562606,5,1,10.344444000000001,
580,2021-10-26,South Korea,2111,36844455,6,-1,12.505556,
581,2021-10-27,South Korea,2124,37103465,5,0,11.988889,
582,2021-10-28,South Korea,2103,37727905,5,0,12.094444000000001,
583,2021-10-29,South Korea,2061,38430795,4,1,12.483333,
584,2021-10-30,South Korea,1685,38789655,-5,1,10.983333,
585,2021-10-31,South Korea,1588,38811049,-4,0,12.755556,
586,2021-11-01,South Korea,2665,38930706,6,0,12.722222,2291.682373046875
587,2021-11-02,South Korea,2482,39018666,7,-1,10.961111,2781.1650390625
588,2021-11-03,South Korea,2344,39095144,6,0,11.066667,2560.80517578125
589,2021-11-04,South Korea,2247,39219919,6,0,11.744444,2520.18408203125
590,2021-11-05,South Korea,2223,39382871,4,0,11.755556,2454.940185546875
591,2021-11-06,South Korea,1758,39445952,-5,0,12.916667,2523.947265625
592,2021-11-07,South Korea,1714,39450350,-5,0,15.1,2436.40478515625
593,2021-11-08,South Korea,2425,39614648,4,3,8.566667,2452.331787109375
594,2021-11-09,South Korea,2520,39741111,6,1,7.2444440000000005,2624.316162109375
595,2021-11-10,South Korea,2368,39848793,5,1,6.805556,2767.046875
596,2021-11-11,South Korea,2416,39957868,3,1,6.627778,2717.591064453125
597,2021-11-12,South Korea,2325,40107752,1,2,4.877778,2610.872802734375
598,2021-11-13,South Korea,2006,40209053,-7,1,7.511111,2734.092529296875
599,2021-11-14,South Korea,2125,40212409,-8,0,9.238889,2538.099853515625
600,2021-09-01,Turkey,23946,37368108,-11,-2,25.544444,
601,2021-09-02,Turkey,23496,37645172,-9,-2,21.305556,
602,2021-09-03,Turkey,22857,37976800,-10,0,18.944444,
603,2021-09-04,Turkey,20033,38141442,0,-2,19.166667,
604,2021-09-05,Turkey,19391,38288329,2,-3,20.25,
605,2021-09-06,Turkey,20962,38628745,-11,-3,18.833333,
606,2021-09-07,Turkey,23638,38978541,-10,-3,18.122222,
607,2021-09-08,Turkey,23914,39298396,-9,-2,19.566667000000002,
608,2021-09-09,Turkey,23846,39599848,-7,-2,21.944444,
609,2021-09-10,Turkey,23562,39963236,-8,-1,22.305556,
610,2021-09-11,Turkey,22923,40158373,1,-1,20.161111,
611,2021-09-12,Turkey,21352,40305712,3,-2,20.427778,
612,2021-09-13,Turkey,24613,40635924,-9,-2,21.833333,
613,2021-09-14,Turkey,27802,40921431,-10,-2,22.083333,
614,2021-09-15,Turkey,28224,41182546,-9,-2,18.672222,
615,2021-09-16,Turkey,28118,41435326,-8,-2,15.35,
616,2021-09-17,Turkey,27692,41739242,-9,-1,15.7,
617,2021-09-18,Turkey,26161,41902917,0,-2,18.066667000000002,
618,2021-09-19,Turkey,26398,42024517,2,-2,20.622222,
619,2021-09-20,Turkey,27688,42286431,-8,-2,20.844444,
620,2021-09-21,Turkey,29338,42536503,-7,-2,21.677778,
621,2021-09-22,Turkey,28168,42774152,-2,-1,16.027778,
622,2021-09-23,Turkey,27844,43002194,0,0,11.927778,
623,2021-09-24,Turkey,27197,43285677,-2,-1,11.461111,
624,2021-09-25,Turkey,26145,43439793,2,-1,13.822222,
625,2021-09-26,Turkey,25861,43560247,3,-2,15.688889000000001,
626,2021-09-27,Turkey,27188,43813987,-2,-2,17.172222,
627,2021-09-28,Turkey,28892,44059772,-2,-2,16.794444,
628,2021-09-29,Turkey,29386,44059772,-1,-1,15.744444,
629,2021-09-30,Turkey,29104,44498344,2,-1,14.238889000000002,
630,2021-10-01,Turkey,28873,44758512,-1,0,13.566667,
631,2021-10-02,Turkey,27973,44910311,2,0,14.822222,
632,2021-10-03,Turkey,27351,45023309,1,-1,13.838889000000002,
633,2021-10-04,Turkey,28810,45258194,-1,-2,12.861111,
634,2021-10-05,Turkey,29802,45454130,-2,-2,12.177778,
635,2021-10-06,Turkey,30438,45638744,0,-1,11.488889,
636,2021-10-07,Turkey,30019,45807085,3,-2,12.894444,
637,2021-10-08,Turkey,30201,46030897,0,-1,14.488889000000002,
638,2021-10-09,Turkey,28645,46156214,2,0,17.005556,
639,2021-10-10,Turkey,28370,46245192,1,-1,18.444444,
640,2021-10-11,Turkey,30563,46435265,1,-2,17.955556,
641,2021-10-12,Turkey,33860,46617072,1,-1,18.433332999999998,
642,2021-10-13,Turkey,31248,46775005,3,-1,16.977778,
643,2021-10-14,Turkey,30709,46926728,5,-2,16.177778,
644,2021-10-15,Turkey,30694,47119099,3,0,16.355556,
645,2021-10-16,Turkey,28537,47226488,4,0,17.022222,
646,2021-10-17,Turkey,24114,47303190,2,1,14.405555999999999,
647,2021-10-18,Turkey,29240,47450026,2,-1,12.738889,
648,2021-10-19,Turkey,30862,47585869,2,-1,12.116667,
649,2021-10-20,Turkey,29760,47704367,4,-1,10.05,
650,2021-10-21,Turkey,28465,47817661,6,-1,9.877778,
651,2021-10-22,Turkey,28192,47962680,4,0,11.872222,
652,2021-10-23,Turkey,26217,48043489,5,-1,12.655555999999999,
653,2021-10-24,Turkey,24792,48100346,2,1,13.055556,
654,2021-10-25,Turkey,27663,48218503,4,-1,8.222222,
655,2021-10-26,Turkey,29643,48319754,4,-1,7.516667,
656,2021-10-27,Turkey,26896,48418126,5,-1,10.977778,
657,2021-10-28,Turkey,25528,48505748,-1,0,11.044444,
658,2021-10-29,Turkey,24409,48563435,-37,8,9.077778,
659,2021-10-30,Turkey,23096,48614256,-4,2,9.744444,
660,2021-10-31,Turkey,23948,48655853,1,0,12.316667,
661,2021-11-01,Turkey,28678,48758456,5,0,13.977778,27172.447265625
662,2021-11-02,Turkey,29796,48846431,5,0,12.816667,24464.150390625
663,2021-11-03,Turkey,29764,48927418,7,0,12.172222,24463.37890625
664,2021-11-04,Turkey,29482,49007760,9,-1,12.188889,28221.806640625
665,2021-11-05,Turkey,28193,49107343,7,0,11.861111,25608.751953125
666,2021-11-06,Turkey,27474,49155101,5,0,11.177778,24071.78125
667,2021-11-07,Turkey,25304,49190536,1,1,11.266667,22905.6640625
668,2021-11-08,Turkey,27824,49270114,6,-1,12.116667,25056.982421875
669,2021-11-09,Turkey,28662,49341966,6,-1,12.605556,27470.64453125
670,2021-11-10,Turkey,27259,49405070,7,0,6.1,26381.513671875
671,2021-11-11,Turkey,24898,49472726,9,0,2.661111,25631.3984375
672,2021-11-12,Turkey,23637,49554129,6,1,3.161111,25423.58984375
673,2021-11-13,Turkey,22583,49594716,2,1,6.305556,24123.95703125
674,2021-11-14,Turkey,21624,49626098,0,0,8.061111,22902.654296875
675,2021-09-01,United States of America,197054,174600017,-30,6,22.933332999999998,
676,2021-09-02,United States of America,180124,174973937,-30,6,23.183332999999998,
677,2021-09-03,United States of America,181393,175538025,-30,5,22.216667,
678,2021-09-04,United States of America,140697,175968266,-15,1,21.322222,
679,2021-09-05,United States of America,123170,175968266,-15,0,20.788889,
680,2021-09-06,United States of America,109182,175968266,-72,16,23.972222,
681,2021-09-07,United States of America,117289,176659496,-30,6,24.388889000000002,
682,2021-09-08,United States of America,167838,177104652,-28,6,19.922222,
683,2021-09-09,United States of America,184563,177433044,-27,6,20.255556,
684,2021-09-10,United States of America,167749,177899458,-25,4,22.744444,
685,2021-09-11,United States of America,151527,178328389,-9,1,25.977778,
686,2021-09-12,United States of America,114586,178692875,-11,2,25.172222,
687,2021-09-13,United States of America,112176,178692875,-28,6,23.622222,
688,2021-09-14,United States of America,160207,179289983,-28,6,21.677778,
689,2021-09-15,United States of America,160973,179695287,-27,5,19.755556,
690,2021-09-16,United States of America,165220,180086143,-28,6,25.688889,
691,2021-09-17,United States of America,155833,180572171,-27,4,21.711111,
692,2021-09-18,United States of America,121368,181035022,-11,1,20.277778,
693,2021-09-19,United States of America,95329,181382976,-13,1,25.288889,
694,2021-09-20,United States of America,91884,181728072,-27,5,23.338889,
695,2021-09-21,United States of America,133262,182012343,-26,6,15.688889000000001,
696,2021-09-22,United States of America,130809,182387840,-24,6,14.333332999999998,
697,2021-09-23,United States of America,133813,182587334,-24,5,18.133333,
698,2021-09-24,United States of America,131550,182958696,-24,4,19.066667000000002,
699,2021-09-25,United States of America,94118,183353326,-9,0,15.627778,
700,2021-09-26,United States of America,75539,183670870,-11,1,22.216667,
701,2021-09-27,United States of America,101959,183888907,-25,5,24.066667000000002,
702,2021-09-28,United States of America,115792,183888907,-24,5,22.922222,
703,2021-09-29,United States of America,115074,185537265,-23,5,22.594444,
704,2021-09-30,United States of America,120652,184601450,-23,5,17.527778,
705,2021-10-01,United States of America,118692,184852416,-23,4,16.494444,
706,2021-10-02,United States of America,79923,185143698,-10,1,16.561111,
707,2021-10-03,United States of America,66977,185492579,-12,1,16.627778,
708,2021-10-04,United States of America,86177,185788098,-25,5,17.711111,
709,2021-10-05,United States of America,102809,186060146,-24,5,16.061111,
710,2021-10-06,United States of America,105901,186385751,-23,5,16.08642,
711,2021-10-07,United States of America,110693,186618184,-23,5,17.987654,
712,2021-10-08,United States of America,106497,186917921,-24,5,20.222222,
713,2021-10-09,United States of America,68713,187215471,-10,1,20.661111,
714,2021-10-10,United States of America,58209,187215471,-12,1,16.794444,
715,2021-10-11,United States of America,74265,187215471,-32,7,13.966667000000001,
716,2021-10-12,United States of America,89977,187714829,-24,5,14.827778,
717,2021-10-13,United States of America,95786,187937559,-23,5,14.766667000000002,
718,2021-10-14,United States of America,94657,188281747,-23,5,8.766667,
719,2021-10-15,United States of America,90144,188655196,-24,4,8.988889,
720,2021-10-16,United States of America,61345,188902483,-10,0,8.916667,
721,2021-10-17,United States of America,48454,189141481,-12,1,12.677778,
722,2021-10-18,United States of America,68842,189292559,-24,5,14.611111,
723,2021-10-19,United States of America,79598,189487793,-23,5,16.733333,
724,2021-10-20,United States of America,75276,189709710,-23,5,12.655555999999999,
725,2021-10-21,United States of America,86398,189924447,-23,5,7.127778,
726,2021-10-22,United States of America,80726,190179553,-23,4,10.466667,
727,2021-10-23,United States of America,29730,190402262,-10,1,10.188889,
728,2021-10-24,United States of America,21153,190578704,-13,2,12.177778,
729,2021-10-25,United States of America,93689,190699790,-24,6,7.016667,
730,2021-10-26,United States of America,101702,190793100,-23,6,10.883333,
731,2021-10-27,United States of America,82766,190990750,-22,5,12.488889,
732,2021-10-28,United States of America,81976,191242432,-22,5,10.861111,
733,2021-10-29,United States of America,84759,191997869,-22,5,9.822222,
734,2021-10-30,United States of America,28766,192244927,-10,1,9.672222,
735,2021-10-31,United States of America,20553,192453500,-13,1,7.5,
736,2021-11-01,United States of America,118164,192586927,-24,6,3.905556,55027.0
737,2021-11-02,United States of America,72225,192726406,-24,6,3.722222,59095.0078125
738,2021-11-03,United States of America,78951,192931486,-22,5,4.733333,59254.5703125
739,2021-11-04,United States of America,87199,193227813,-22,6,6.094444,60042.07421875
740,2021-11-05,United States of America,88208,193425862,-22,5,10.227778,59019.43359375
741,2021-11-06,United States of America,28489,193627929,-10,2,11.277778,51345.55859375
742,2021-11-07,United States of America,24447,193832584,-11,2,13.755556,47510.203125
743,2021-11-08,United States of America,127104,194001108,-22,5,10.333333,48254.1484375
744,2021-11-09,United States of America,82044,194168611,-22,5,9.033333,55914.5390625
745,2021-11-10,United States of America,89109,194382921,-21,5,9.438889,57365.98828125
746,2021-11-11,United States of America,70492,194382921,-33,8,6.433333,57769.8515625
747,2021-11-12,United States of America,121582,194747839,-24,6,4.266667,57076.65234375
748,2021-11-13,United States of America,47498,194951106,-10,2,1.6444439999999998,51105.25
749,2021-11-14,United States of America,26825,195120470,-12,2,7.872222,46276.46875
750,2021-09-01,South Africa,9201,6145216,-9,14,14.244444,
751,2021-09-02,South Africa,9199,6301758,-9,14,18.462963000000002,
752,2021-09-03,South Africa,8411,6301758,-8,13,19.191357999999997,
753,2021-09-04,South Africa,5930,6301758,9,9,17.027778,
754,2021-09-05,South Africa,4118,6492469,8,10,17.530864,
755,2021-09-06,South Africa,5372,6492469,-9,15,14.845679,
756,2021-09-07,South Africa,7338,6751662,-10,16,12.388889,
757,2021-09-08,South Africa,6270,6751662,-9,15,13.746914000000002,
758,2021-09-09,South Africa,5885,6888163,-9,15,18.133333,
759,2021-09-10,South Africa,5309,7153911,-7,14,20.444444,
760,2021-09-11,South Africa,3961,7187179,11,10,19.983333,
761,2021-09-12,South Africa,2640,7199405,8,11,20.211111,
762,2021-09-13,South Africa,3699,7330517,-9,15,20.067901000000003,
763,2021-09-14,South Africa,4667,7473903,-10,15,20.055556,
764,2021-09-15,South Africa,4215,7609183,-9,15,14.566667,
765,2021-09-16,South Africa,3648,7734069,-10,15,12.372222,
766,2021-09-17,South Africa,3286,7734069,-9,13,12.522222,
767,2021-09-18,South Africa,2281,7734069,10,10,17.166667,
768,2021-09-19,South Africa,1504,7911171,9,11,19.450617,
769,2021-09-20,South Africa,2197,7911171,-10,15,16.0625,
770,2021-09-21,South Africa,2967,8108520,-9,15,14.0,
771,2021-09-22,South Africa,2783,8228296,-8,14,17.494444,
772,2021-09-23,South Africa,2261,8344762,-11,9,19.988889,
773,2021-09-24,South Africa,1634,8362232,-68,22,21.722222,
774,2021-09-25,South Africa,967,8362232,-5,9,22.65,
775,2021-09-26,South Africa,578,8391620,5,6,23.277778,
776,2021-09-27,South Africa,1367,8501712,-10,14,24.294444,
777,2021-09-28,South Africa,2105,8501712,-8,14,23.141975,
778,2021-09-29,South Africa,1678,8501712,-9,14,19.8125,
779,2021-09-30,South Africa,1635,8819130,-8,13,19.638889000000002,
780,2021-10-01,South Africa,1306,8819130,-9,12,19.011111,
781,2021-10-02,South Africa,809,8819130,8,8,16.166667,
782,2021-10-03,South Africa,429,9075189,10,8,13.288889000000001,
783,2021-10-04,South Africa,768,9075189,-17,15,14.376543,
784,2021-10-05,South Africa,1149,9364725,-17,15,16.530864,
785,2021-10-06,South Africa,989,9526247,-17,15,20.407407,
786,2021-10-07,South Africa,924,9526247,-17,15,21.5,
787,2021-10-08,South Africa,816,9686443,-17,14,20.018519,
788,2021-10-09,South Africa,648,9686443,8,7,18.205556,
789,2021-10-10,South Africa,201,9686443,7,7,17.45,
790,2021-10-11,South Africa,592,9911989,-7,12,20.722222,
791,2021-10-12,South Africa,942,9911989,-6,12,22.833333,
792,2021-10-13,South Africa,947,10218549,-6,12,25.339506,
793,2021-10-14,South Africa,733,10218549,-5,13,24.25,
794,2021-10-15,South Africa,619,10539458,-4,12,22.513889000000002,
795,2021-10-16,South Africa,414,10539458,12,10,14.761904999999999,
796,2021-10-17,South Africa,210,10759755,10,11,13.444444,
797,2021-10-18,South Africa,453,10759755,-6,14,14.574074,
798,2021-10-19,South Africa,591,11036024,-5,14,17.358025,
799,2021-10-20,South Africa,520,11036024,-5,13,20.043210000000002,
800,2021-10-21,South Africa,517,11036024,-5,14,19.438272,
801,2021-10-22,South Africa,449,11036024,-4,13,16.845679,
802,2021-10-23,South Africa,300,11546163,13,9,16.197531,
803,2021-10-24,South Africa,146,11546163,11,9,15.734568,
804,2021-10-25,South Africa,330,11697646,-5,13,17.069444,
805,2021-10-26,South Africa,472,11697646,-4,12,20.35,
806,2021-10-27,South Africa,532,11697646,-4,11,19.294444,
807,2021-10-28,South Africa,475,11697646,-5,10,17.405556,
808,2021-10-29,South Africa,300,11697646,-4,8,18.388889000000002,
809,2021-10-30,South Africa,230,12305320,13,4,17.211111,
810,2021-10-31,South Africa,106,12317435,15,6,19.816667000000002,
811,2021-11-01,South Africa,169,12317435,-71,24,20.588889,494.99737548828125
812,2021-11-02,South Africa,344,12537511,-3,11,16.588889,460.1529235839844
813,2021-11-03,South Africa,319,12620892,-2,12,18.361110999999998,452.68505859375
814,2021-11-04,South Africa,339,12737700,-4,13,20.588889,441.69268798828125
815,2021-11-05,South Africa,358,12737700,-1,10,23.155556,427.47018432617193
816,2021-11-06,South Africa,205,12803590,15,6,22.161111,384.8377380371094
817,2021-11-07,South Africa,116,12810692,12,8,24.15,366.5936584472656
818,2021-11-08,South Africa,245,12934946,-6,12,18.416667,394.58978271484375
819,2021-11-09,South Africa,305,13030588,-4,10,17.005556,423.4305114746094
820,2021-11-10,South Africa,356,13124865,-4,11,20.703704000000002,414.7228698730469
821,2021-11-11,South Africa,393,13124865,-4,11,22.416667,417.5445861816406
822,2021-11-12,South Africa,306,13324316,-2,11,23.094444,415.4205017089844
823,2021-11-13,South Africa,262,13375972,15,9,22.851851999999997,390.07501220703125
824,2021-11-14,South Africa,136,13402141,13,10,23.382716000000002,382.5855102539063
